MSI_DO_YOU_AGREE,"Do you agree?"
MSI_BUY_RECONFIRM2_CASHSTRINGFMT," ^ff0000You can withdraw your subscription within 7 days of purchasing this item. However, if 7 days have passed or the item is opened, it will be excluded from the withdrawal of subscription. Also, the free cash used for purchase will not be returned upon withdrawal of subscription. ^000000Are you sure you want to purchase the item? If you purchase, normal %s cash and free %s cash will be deducted."
MSI_CALL_REJECTED,"The call was rejected."
MSI_BUYINGSTORE_MAKEWND_LIMITZENY_NOT_OVER_MYMONEY,"The purchase limit cannot exceed your possession."
MSI_BUYINGSTORE_MAKEWND_FAIL_CLOSE_UI,"Failed to open the stall. Please close the window of the purchase stall."
MSI_SAVE_SELL_STORE_ITEMLIST,"The list of stall items for sale has been saved."
MSI_SAVE_BUY_STORE_ITEMLIST,"The list of purchase stall items has been saved."
MSI_REFUSE_VTC_AUTH_FAILED,"VTC authentication failed."
MSI_EQUIP_FAIL_DURING_BARTER,"Equipment cannot be worn while bartering."
MSI_BARTER_ITEMLIST,"Items you want to exchange"
MSI_UPGRADESKILLERROR_MORE_THIRDJOBSKILL," Please raise 1st, 2nd and 3rd Job Skills."
MSI_LIMIT_HAVE_ITEM_CNT,"You can have up to %d of the same item."
MSI_EXCHANGE_ITEM_CNT,"Up to %d items can be exchanged at once."
MSI_GLOBALRODEX_NOT_ABLE_TO_OPEN_MAIL_IN_CUR_SERVER,"That rodex can be opened on server %s."
MSI_GLOBALRODEX_MESSAGE_DELETE_ALL_ON_ADMIN,"[Notice] Are you sure you want to delete all mails in the mailbox? \n (Only mail from the %s server will be deleted.)"
MSI_GLOBALRODEX_MESSAGE_RECEIVE_ALL,"[Notice] Would you like to receive all the attached items in your letterbox? \n (You can only receive mail from the %s server.)"
MSI_GLOBALRODEX_REFUSE_DELETING,"This mail can only be deleted from server %s."
MSI_GLOBALRODEX_REFUSE_RECEIVING,"This mail can only be received from the %s server."
MSI_GLOBALRODEX_REFUSE_READING,"The mail can be read only on the %s server."
MSI_TOTAL_NEED_MONEY,"Total: %d z"
MSI_NORMAL_MESSAGEBOX_CAPTION,"message"
MSI_RESTRICT_OPENING_BUYINGSTORE_FAIL_OPEN_BUYINGSTORE,"During the opening of a purchasing store, you cannot purchase the items of a private store."
MSI_ITEM_GRADE_ENCHANT_SUCCEESS,"The grade has been successfully upgraded."
MSI_ITEM_GRADE_ENCHANT_FAIL,"Refinement failed."
MSI_ITEM_GRADE_ENCHANT_FAIL_DOWNGRADE,"The refine level has decreased."
MSI_ITEM_GRADE_ENCHANT_FAIL_BREAK,"Equipment destroyed."
MSI_ITEM_GRADE_ENCHANT_FAIL_PROTECT,"The equipment is protected."
MSI_GRADE_ENCHANT_SOURCE_NOT_SELECT,"No material selected."
MSI_GRADE_ENCHANT_SOURCE_ENOUGH,"Insufficient ingredients."
MSI_GRADE_ENCHANT_MONEY_ENOUGH,"Insufficient amount of materials."
MSI_GRADE_ENCHANT_INVENTORY_ENOUGH,"Your weight is near the limit."
MSI_GRADE_ENCHANT_ITEM_PROTECT,"Equipment is protected."
MSI_GRADE_ENCHANT_ITEM_NOT_PROTECT,"Equipment can be destroyed."
MSI_GRADE_ENCHANT_ITEM_DOWNGRADE,"If the refine upgrade fails, the refine level will go down."
MSI_CLOSE_RODEX_FOR_GRADE_ENCHANT,"Rodex cannot be used while upgrading. Forced the end of Rodex."
MSI_CANNOT_OPEN_RODEX_DURING_GRADE_ENCHANT,"Rodex cannot be used while upgrading."
MSI_CLOSE_BANKING_FOR_GRADE_ENCHANT,"Bank cannot be used while upgrading. The bank was forcibly closed."
MSI_CANNOT_OPEN_BANKING_DURING_GRADE_ENCHANT,"Bank cannot be used during the upgrade."
MSI_BROADCASTING_GRADE_ENCHANT_SUCCESS,"[%s] succeeded in enhancing the grade, and acquired the [%s grade %s] item."
MSI_BROADCASTING_GRADE_ENCHANT_FAIL,"[%s] failed to upgrade the [%s grade %s] item."
MSI_CANNOT_GRADE_ENCHANT_ITEM,"This equipment cannot be upgraded."
MSI_CHANGE_MATERIAL,"Change Material"
MSI_CHANGE_MATERIAL_SORT,"Ascending"
MSI_CHANGE_MATERIAL_MESSAGE,"- [%s] %d ~%d production"
MSI_CHANGE_MATERIAL_SUCCESS_RATE,"Success %d%%"
MSI_MSG_IS_ILLEGAL_TAG_MSG,"Item tags can only tag items you own."
MSI_IQ_POWERFUL_FAITH_ON,"ATK and P.ATK has been increased."
MSI_IQ_POWERFUL_FAITH_OFF,"The Powerful Faith effect has been canceled."
MSI_IQ_FIRM_FAITH_ON,"HP and Res has been increased."
MSI_IQ_FIRM_FAITH_OFF,"The Firm Faith effect has been canceled."
MSI_IQ_SINCERE_FAITH_ON,"Attack Speed and Perfect Hit chance has been increased."
MSI_IQ_SINCERE_FAITH_OFF,"The Sincere Faith has been canceled."
MSI_CD_BENEDICTUM_ON,"POW, CRT and CON has been increased."
MSI_CD_BENEDICTUM_OFF,"The Benedictum effect has been canceled."
MSI_CD_RELIGIO_ON,"SPL, WIS and CRT has been increased."
MSI_CD_RELIGIO_OFF,"Religio effect has been canceled."
MSI_CD_COMPETENTIA_ON,"P.ATK and S.MATK has been increased."
MSI_CD_COMPETENTIA_OFF,"The Competentia effect has been canceled."
MSI_CD_PRESENS_ACIES_ON,"Critical damage chance has been increased."
MSI_CD_PRESENS_ACIES_OFF,"The Presens Acies effect has been canceled."
MSI_CD_ARGUTUS_TELUM_ON,"The effect of ignoring Res been granted."
MSI_CD_ARGUTUS_TELUM_OFF,"The Argutus Telum effect has been canceled."
MSI_CD_ARGUTUS_VITA_ON,"The effect of ignoring M.Res been granted."
MSI_CD_ARGUTUS_VITA_OFF,"The Argutus Vita effect has been canceled."
MSI_ITEMNUM_AND_WEIGHT,"Num: %d/%d Weight: %d/%d"
MSI_DK_SERVANTWEAPON_OFF,"The Servant Weapon effect has been canceled."
MSI_DK_CHARGINGPIERCE_OFF,"The Charging Pierce effect has been canceled."
MSI_DK_VIGOR_OFF,"The Vigor effect has been canceled."
MSI_IG_ATTACK_STANCE_ON,"Attack Power has been increased and Defense decreased."
MSI_IG_ATTACK_STANCE_OFF,"The Attack Stance effect has been canceled."
MSI_IG_GUARD_STANCE_ON,"Defense has been increased and Attack Power decreased."
MSI_IG_GUARD_STANCE_OFF,"The Guard Stance effect has been canceled."
MSI_IG_GUARDIAN_SHIELD_ON,"Guardian Barrier has been granted."
MSI_IG_GUARDIAN_SHIELD_OFF,"The Guardian Barrier effect has been canceled."
MSI_IG_REBOUND_SHIELD_ON,"The damage taken by the Devotion effect will be decreased."
MSI_IG_REBOUND_SHIELD_OFF,"The Rebound Shield effect has been canceled."
MSI_IG_HOLY_SHIELD_ON,"Holy elemental magic damage and Shadow/Undead elemental resistance has been increased."
MSI_IG_HOLY_SHIELD_OFF,"The Holy Shield effect has been canceled."
MSI_IG_ULTIMATE_SACRIFICE_ON,"Instant resurrection effect was granted."
MSI_IG_ULTIMATE_SACRIFICE_OFF,"Ultimate Sacrifice effect has been canceled."
MSI_AG_CLIMAX_ON,"The effects of certain skills has changed."
MSI_AG_CLIMAX_OFF,"The Climax effect has been canceled."
MSI_SHC_SHADOW_EXCEED_ON,"The effects of certain skills have returned to normal."
MSI_SHC_SHADOW_EXCEED_OFF,"The Shadow Exceed effect has been canceled."
MSI_SHC_POTENT_VENOM_ON,"The effect of ignoring Res has been granted."
MSI_SHC_POTENT_VENOM_OFF,"The Potent Venom effect has been canceled."
MSI_SHC_ENCHANTING_SHADOW_ON,"The Shadow Wound status can be inflicted on your enemy with a chance on each physical attacks"
MSI_SHC_ENCHANTING_SHADOW_OFF,"The Enchanting Shadow effect has been canceled."
MSI_HUNTING_QUEST_INFO_ON,"Suppression Count On"
MSI_HUNTING_QUEST_INFO_OFF,"Suppression Count Off"
MSI_TARGET_AP_MAX,"The target has reached it's maximum AP."
MSI_BUY_RECONFIRM1_2019,"^ff0000You can withdraw your subscription within 7 days of purchasing this item. However, if 7 days have passed or the item is opened, it will be excluded from the withdrawal of subscription. Also, the free cash used at the time of purchase will not be returned when the subscription is withdrawn. Some (event) items may be deleted at the end of the event, Please confirm the deletion period listed. ^000000Are you sure you want to purchase the item? %d cash will be deducted when purchasing."
MSI_BUY_RECONFIRM2_2019,"^ff0000You can withdraw your subscription within 7 days of purchasing this item. However, if 7 days have passed or the item is opened, it will be excluded from the withdrawal of subscription. Also, the free cash used at the time of purchase will not be returned when the subscription is withdrawn. Some (event) items may be deleted at the end of the event, Please confirm the deletion period listed. ^000000Are you sure you want to purchase the item? Regular %d Cash and free %d Cash will be deducted when purchasing."
MSI_FAIL_EMPTY_SERVANTWEAPON,"Requires %d Servant Weapons"
MSI_BILLING_INFO_URL,"https://member.gnjoy.com.tw/billing.aspx"
MSI_CHANGE_MATERIAL_INVSORT,"Reverse"
MSI_CHANGE_MATERIAL_SEARCHTEXT,"Enter your search"
MSI_SEARCH,"Search"
MSI_BO_RESEARCHREPORT_ON,"The Research Report Status will be displayed."
MSI_BO_RESEARCHREPORT_OFF,"The Research Report Status has been cleared."
MSI_BO_BIONIC_PHARMACY_OK,"Successful manufacturing."
MSI_BO_BIONIC_PHARMACY_FAIL,"Manufacturing failed."
MSI_BO_ADVANCE_PROTECTION_ON,"Shadow Equipment is protected from destruction and disarming."
MSI_BO_ADVANCE_PROTECTION_OFF,"The Full Shadow Protection has been canceled."
MSI_BO_HELLTREE_ON,"Damage against Plant and Formless race monsters has been increased."
MSI_BO_HELLTREE_OFF,"The Hell Tree Powder effect has disappeared."
MSI_MT_A_MACHINE_ON,"The Attack Device has been activated."
MSI_MT_A_MACHINE_OFF,"The Attack Device has been disabled."
MSI_MT_D_MACHINE_ON,"DEF and RES increased."
MSI_MT_D_MACHINE_OFF,"The Defense Device has been disabled."
MSI_CASHSHOP_TAB_SEARCH,"Search"
MSI_TR_KVASIR_SONATA_ON,"You can now use Ensemble skills alone."
MSI_TR_KVASIR_SONATA_OFF,"The Sonata of Kvasir effect has been canceled."
MSI_TR_MYSTIC_SYMPHONY_ON,"The effect of Mystic Symphony has been granted."
MSI_TR_MYSTIC_SYMPHONY_OFF,"The effect of Mystic Symphony has been canceled."
MSI_TR_GEF_NOCTURN_ON,"M.RES decreased."
MSI_TR_GEF_NOCTURN_OFF,"The Geffenia Nocturne effect has been canceled."
MSI_TR_AIN_RHAPSODY_ON,"RES decreased."
MSI_TR_AIN_RHAPSODY_OFF,"The Rhapsody of Mineworker effect has been canceled."
MSI_TR_MUSICAL_INTERLUDE_ON,"RES increased."
MSI_TR_MUSICAL_INTERLUDE_OFF,"The Musical Interlude effect has been canceled."
MSI_TR_JAWAII_SERENADE_ON,"S.MATK and Movement Speed increased."
MSI_TR_JAWAII_SERENADE_OFF,"The Serenade of Jawaii effect has been canceled."
MSI_TR_PRON_MARCH_ON,"P.ATK and Movement Speed increased."
MSI_TR_PRON_MARCH_OFF,"The March of Prontera effect has been canceled."
MSI_WH_CALAMITYGALE_ON,"The rage of the wind flows into the caster's body."
MSI_WH_CALAMITYGALE_OFF,"The Calamity Gale effect has been canceled."
MSI_WH_WIND_SIGN_ON,"Your weakness and appearance are revealed by the wind."
MSI_WH_WIND_SIGN_OFF,"The Wind Sign effect has been canceled."
MSI_THAI_PERSONALINFO_EXP2,"E X P : %.1f%% ( basic 100.0%% %s %.1f%%)"
MSI_THAI_PERSONALINFO_DROP2,"DROP  : %.1f%% ( basic 100.0%% %s %.1f%%)"
MSI_THAI_PERSONALINFO_DEATH2,"DEATH : %.1f%% ( basic 100.0%% %s %.1f%%)"
MSI_EM_SPELL_ENCHANTING_ON,"S.MATK increased."
MSI_EM_SPELL_ENCHANTING_OFF,"The Spell Enchanting effect has been canceled."
MSI_ABC_FROM_THE_ABYSS_OFF,"The From the Abyss effect has been canceled."
MSI_ABC_ABYSS_SLAYER_ON,"P.ATK, S.MATK and HIT increased."
MSI_ABC_ABYSS_SLAYER_OFF,"The Abyss Slayer effect has been canceled."
MSI_CHARACTER_MAKING_RESTRICT,"There may be restrictions on character creation."
MSI_BAN_THAI_GGT_RESTRICTED_MAKE_CHAR,"The world is saturated. Please use another world."
MSI_UNBLOCK_CHAT,"Unblock Chat (Toggle)"
MSI_BLOCK_CHAT,"Block Chat (Toggle)"
MSI_GRADE_ENCHANT_REFINING_LEVEL_LACK,"You can't upgrade past it's refine level."
MSI_GRADE_ENCHANT_ITEM_UNBREAKABLE,"Equipment will not be destroyed."
MSI_GRADE_ENCHANT_ADDITIONAL_SOURCE_NOT_SELECT,"No additional material has been selected. Do you want to continue the grade enhancement?"
MSI_CHEAT_HASHFILE,"The client file has been tampered with"
MSI_GUILD_AGIT_TITLE,"message"
MSI_MERCHANTSHOP_TOTA_LOVER_ZENY_ERR,"The total amount of items to sell exceeds the amount of Zeny you can have. \nPlease modify the quantity and price."
MSI_REPUTE_WND,"Reputation Status"
MSI_REPUTE_POINT,"%u / 1000 P"
MSI_REPUTE_TOTAL,"Entire"
MSI_REPUTE_NOW_LOADING,"NOW LOADING.."
MSI_GRADE_ENCHANT_ADDITIONAL_SOURCE_RESET,"Secondary material selection is initialized."
MSI_ENCHANT,""
MSI_ENCHANT_TAB_GENERAL,"Normal"
MSI_ENCHANT_TAB_PERFECT,"Perfect"
MSI_ENCHANT_TAB_UPGRADE,"Upgrade"
MSI_ENCHANT_TAB_RESET,"Reset"
MSI_ENCHANT_FAILED_OVER_WEIGHT,"It weighs more than 70%. Decrease the Weight and try again."
MSI_ENCHANT_RANDOM_BUTTON,"Enchant"
MSI_ENCHANT_PERFECT_BUTTON,"Enchant"
MSI_ENCHANT_UPGRADE_BUTTON,"Upgrade"
MSI_ENCHANT_RESET_BUTTON,"Reset"
MSI_CLOSE_RODEX_FOR_ENCHANT,"RODEX cannot be used while enchanting. RODEX was forcibly closed."
MSI_CANNOT_OPEN_RODEX_DURING_ENCHANT,"RODEX cannot be used during enchantment."
MSI_CLOSE_BANKING_FOR_ENCHANT,"Bank cannot be used while enchanting. The bank was forcibly closed."
MSI_CANNOT_OPEN_BANKING_DURING_ENCHANT,"Bank cannot be used while enchanted."
MSI_ENCHANT_REQUEST,"Do you want to enchant it?"
MSI_ITEM_REFORM_OK,"Reform"
MSI_ITEM_REFORM_WARNNING_NOT_ENOUGH_MATERIAL,"There are not enough materials for the Combination."
MSI_ITEM_REFORM_WARNNING_CARD_ENCHANT_LOST,"Equipped Cards and Enchantments will be lost."
MSI_ITEM_REFORM_WARNNING_CARD_MAYBE_LOST,"Equipped Cards may be lost."
MSI_ITEM_REFORM_WARNNING_ENCHANT_MAYBE_LOST,"Enchantments may be lost."
MSI_HIDE_PLAYER_ON,"Hide other players on the screen ON"
MSI_HIDE_PLAYER_OFF,"Hide other players on the screen OFF"
MSI_ITEM_REFORM_CONFIRM_DETAILS,"Check Details"
MSI_ITEM_REFORM_PLZ_CHECK_DETAILS,"Please check the details."
MSI_ITEM_REFORM_NO_EXIST_TARGET_ITEM,"There are no items that can be combined."
MSI_ENCHANT_SUCCESS,"Enchantment successful!"
MSI_ENCHANT_FAILED,"Enchantment failed!"
MSI_CANNOT_FIND_ENCHANT_ID,"Enchantment Information not found"
MSI_NOT_SATISFIED_ENCHANT_CONDITION,"Enchantment Conditions are not met."
MSI_RODEX_SPAMOPTION_FAIL,"Failed to set whether to receive random users."
MSI_RODEX_SPAMOPTION_ON,"It has been set to the state of refusing to receive arbitrary users."
MSI_RODEX_SPAMOPTION_OFF,"All users have been set to receive status."
MSI_RODEX_SPAMOPTION_USERBLOCK,"%s is unsubscribed."
MSI_RODEX_SPAMOPTION_RETURN_SUCCESS,"RODEX has been returned."
MSI_RODEX_SPAMOPTION_RETURN_FAIL,"RODEX return failed."
MSI_RODEX_SPAMOPTION_WARNING,"The sender of this RODEX is not a friend or guild member. Please be careful."
MSI_RODEX_SPAMOPTION,"Receive RODEX from all users"
MSI_EFST_ITEM_TIME_LIMIT_EXCEED,"The duration of the same effect exceeds the limit and cannot be used."
MSI_GRADE_ENCHANT_SUCCESS_REFINING_LEVEL_DISAPPEAR,"If successful, Refine Level is reset to 0!"
MSI_GRADE_ENCHANT_SUCCESS_RANDOM_OPT_ENCHANT_KEEP,"Cards, Random Options and Enchantments are maintained."
MSI_GRADE_ENCHANT_FAILED_REFINING_RANDOM_OPT_ENCHANT_KEEP,"In case of failure, the Refine Level is maintained."
MSI_HOTKEY_RESET,"Initialization"
MSI_HOTKEY_OLD_VER,"Old Version"
MSI_EXP_BAR_BASE_LV,"Base Lv. %d"
MSI_EXP_BAR_JOB_LV,"Job Lv. %d"
MSI_BASIC_INFO_LV_NAME,"Lv.%d %s"
MSI_MENU_ICON_QUEST,"Quest List"
MSI_MENU_ICON_CASHSHOP,"Cash Shop"
MSI_MENU_ICON_HOTKEY,"Shortcut Information"
MSI_MENU_ICON_ADVENTURER_AGENCY,"Adventurer Agency"
MSI_NEWUI_ZERO_ONOFF,"UI Theme"
MSI_NEWUI_ZERO_UIOLD,"Legacy UI"
MSI_NEWUI_ZERO_UINEW,"New UI"
MSI_NEWUI_ZERO_UISKIN,"UI Skin"
MSI_NEW_RANDOM_OPTION,"- New Option -"
MSI_MONSTERINFO_TRIBE_UNKNOWN,"Formless"
MSI_MONSTERINFO_TRIBE_UNDEAD,"Undead"
MSI_MONSTERINFO_TRIBE_ANIMAL,"Brute"
MSI_MONSTERINFO_TRIBE_PLANT,"Plant"
MSI_MONSTERINFO_TRIBE_INSECT,"Insect"
MSI_MONSTERINFO_TRIBE_MARINE,"Fish"
MSI_MONSTERINFO_TRIBE_DEVIL,"Demon"
MSI_MONSTERINFO_TRIBE_HUMAN,"Demi-Human"
MSI_MONSTERINFO_TRIBE_ANGEL,"Angel"
MSI_MONSTERINFO_TRIBE_DRAGON,"Dragon"
MSI_MONSTERINFO_PROPERTY_NEUTURAL,"Neutral"
MSI_MONSTERINFO_PROPERTY_WATER,"Water"
MSI_MONSTERINFO_PROPERTY_EARTH,"Earth"
MSI_MONSTERINFO_PROPERTY_FIRE,"Fire"
MSI_MONSTERINFO_PROPERTY_WIND,"Wind"
MSI_MONSTERINFO_PROPERTY_POISON,"Poison"
MSI_MONSTERINFO_PROPERTY_SAINT,"Holy"
MSI_MONSTERINFO_PROPERTY_DARK,"Shadow"
MSI_MONSTERINFO_PROPERTY_MENTAL,"Ghost"
MSI_MONSTERINFO_PROPERTY_UNDEAD,"Undead"
MSI_MONSTERINFO_SIZE_SMALL,"Small"
MSI_MONSTERINFO_SIZE_MIDDLE,"Medium"
MSI_MONSTERINFO_SIZE_BIG,"Large"
MSI_MONSTERINFO_DEF,"DEF"
MSI_BAN_TEENAGER,"Youth access is restricted."
MSI_STYLINGSHOP_COLOR_RESET,"0Zeny (Dye Removal)"
MSI_ZEROQUEST_ALLSELECT,"Select All"
MSI_ZEROQUEST_SIMPLEUI_ON,"Easy Quest UI"
MSI_CASHSHOP_FREE,"FREE!"
MSI_ACCOUNT_LIMITED_TOOL_RENT_TIME,"Rental Period"
MSI_ACCOUNT_LIMITED_TOOL_RENT_TIME_MAX_14DAY,"The rental period can be entered up to 14 days."
MSI_CASHSHOP_NON_TRADABLE,"Trading impossible"
MSI_ZEROQUEST_QUESTVIEWWND_ON,"View quick Quests"
MSI_ZEROQUEST_QUESTVIEWWND_OFF,"Hide Easy Quest"
MSI_ZEROQUEST_QUESTVIEW_ON,"Add to simple quest window"
MSI_ZEROQUEST_QUESTVIEW_OFF,"Deleted from simple quest window"
MSI_ZEROQUEST_QUESTHELP_TITLE,"Quest Help"
MSI_ZEROQUEST_QUESTHELP_1,"1. Combo Box + Search Box: Quest Sorting, Search Function"
MSI_ZEROQUEST_QUESTHELP_2,"- ALL: View all received quests"
MSI_ZEROQUEST_QUESTHELP_3,"- Quest Type: NORMAL / MAIN / EPISODE / DAILY / LOCAL / JOB / GUIDE / EVENT are sorted by quest."
MSI_ZEROQUEST_QUESTHELP_4,"- Search can adjusted in the quest list sorted by Combo Box."
MSI_ZEROQUEST_QUESTHELP_5,"2. Navigation UI"
MSI_ZEROQUEST_QUESTHELP_6,"- Open Navigation UI:"
MSI_ZEROQUEST_QUESTHELP_7,"Menu Icon > Navigation Icon (Shortcut Key: N)"
MSI_ZEROQUEST_QUESTHELP_8,"- Click on the hyperlink or npc/monster image: "
MSI_ZEROQUEST_QUESTHELP_9,"Displays navigation route (arrows) to the target point on the field floor"
MSI_ZEROQUEST_QUESTHELP_10,"3. When the navigation is executed, the moving route is displayed in the chat window"
MSI_ZEROQUEST_QUESTHELP_11,"4. You can use [Teleport Service] by talking to the Kafra staff."
MSI_ZEROQUEST_QUESTHELP_12,"5. Easy Quest UI :"
MSI_ZEROQUEST_QUESTHELP_13,"A function to simply display the Quest UI on the game screen"
MSI_ZEROQUEST_QUESTHELP_14,"When you right-click each quest title, you can call the Quest Information UI or delete it from the quest list"
MSI_ZEROQUEST_QUESTHELP_15,"There is a function."
MSI_TIPBOX_START_OPEN,"Open on Startup"
MSI_RESULT_ERROR_VTC_303,"Your billing session has expired. Please restart the client"
MSI_RESULT_ERROR_VTC_304,"An error has occurred. please try again"
MSI_ZEROCHATWND_RESIZE,"Resize(%s)"
MSI_ZEROCHATWND_LOCK,"Feature Lock"
MSI_ZEROCHATWND_UNLOCK,"Disable function"
MSI_ZEROCHATWND_CHATON,"Input active"
MSI_ZEROCHATWND_CHATOFF,"Input disabled"
MSI_ZEROCHATWND_SEND,"Set destination"
MSI_ZEROCHATWND_SENDG,"Receiving group setting"
MSI_ZEROCHATWND_OPTION,"setting"
MSI_ZEROCHATWND_STICKOFF,"Detach popup window"
MSI_ZEROCHATWND_STICKON,"Return to tab"
MSI_ZEROCHATWND_ADD,"Add tab"
MSI_ZEROCHATWND_DEL,"Delete tab"
MSI_ZEROCHATWND_ENTER,"You can start chatting by pressing the Enter key"
MSI_TAKEOFF_ALL,"Unequip All"
MSI_FAILED_BUSY,"Please try again in 10 seconds."
MSI_USESKILL_FAIL_NEED_TWINKLING_GALAXY_AREA,"It can be used in the range of the Twinkling Galaxy skill."
MSI_USESKILL_FAIL_NEED_SOULCOLLECT,"Requires Soul Energy."
MSI_USESKILL_FAIL_NEED_CHARMS,"Not enough Amulets."
MSI_USESKILL_FAIL_NEED_GATLING_OR_SHOTGUN,"You must be equipped with a Gatling Gun or Shotgun."
MSI_USESKILL_FAIL_NEED_RIFLE_OR_HANDGUN,"You must be equipped with a Rifle or Revolver."
MSI_USESKILL_FAIL_NEED_GRANADE_OR_RIFLE,"You must be equipped with a Grenade Launcher or Rifle."
MSI_USESKILL_FAIL_NEED_GATLING_OR_HANDGUN,"You must be equipped with a Gatling Gun or Revolver."
MSI_USESKILL_FAIL_NEED_SHOTGUN_OR_GRANADE,"You must be equipped with a Shotgun or Grenade Launcher."
MSI_USESKILL_FAIL_NEED_SHIELD_WEAPON,"You must be equipped with a Shield."
MSI_CLOSE_BANKING_FOR_EXPANDED_BARTERMARKET,"Bank cannot be used when Expanded Barter Shop is open. The bank was forcibly closed."
MSI_CANNOT_OPEN_BANKING_DURING_EXPANDED_BARTERMARKET,"Bank cannot be used when Expanded Barter Shop is open."
MSI_FAIL_NO_SPACE_BEHIND_THE_TARGET,"The target's Shadow has no space to move to."
MSI_USESKILL_FAIL_NEED_COMMUNION_WITH_SPIRIT,"You must be in Communication with at least one kind of Mystical Creature."
MSI_PACKAGEITEM_SLEEPSTONECURSEFAIL,"You cannot use items while sleeping or petrified."
MSI_PACKAGEITEM_BURROWFAIL,"Items cannot be used in Burrow status."
MSI_PACKAGEITEM_USEFAIL,"This Package item cannot be used."
MSI_PACKAGEITEM_SETTINGFAIL,"Failed to set Package item!!"
MSI_PACKAGEITEM_TIME,"^ff0000 Available for %d days %d hours ^000000"
MSI_PACKAGEITEM_SELECT,"You have selected %s. Is this correct?"
MSI_GRADE_ENCHANT_ENHANCED_UP,"Required quantity per request: %d"
MSI_JOB_IMPERIAL_GUARD,"Imperial Guard"
MSI_JOB_ABYSS_CHASER,"Abyss Chaser"
MSI_JOB_WINDHAWK,"Wind Hawk"
MSI_EMBLEM_UPLOAD_FAILED_DB,"Emblem registration failed."
MSI_EMBLEM_UPLOAD_FAILED_AUTH,"Server registration failed."
MSI_EMBLEM_UPLOAD_FAILED_FILE,"File registration failed."
MSI_SORT_MINIPARTY,"Sort Mini Party Window"
MSI_PICKUP_FAILED_PARTY_MEMBER,"It is evenly distributed.\nItems cannot be obtained because the weight or type of party members is excessive."
MSI_BROADCASTING_SPECIAL_ITEM_OBTAIN_ADD_LEVEL,"[%s] obtained '+%d %s' from [%s]."
MSI_FAILED_ALL_RODEX_LIST,"Please reopen your mailbox."
MSI_FAIL_CALLHOMUN_INVALID_JOBTYPE,"Homunculus S cannot be summoned with your current job. You need to change to a higher job first."
MSI_FAIL_ITEMCOMPOSITION_LIST,"You don't have any equipment which can be equipped with cards."
MSI_DAMAGE_EQUIPMENT,"Damage Indicator"
MSI_DAMAGE_EQUIPMENT_TOOLTIP,"Damage Indicator"
MSI_DAMAGE_DIR_LEFT,"Right"
MSI_DAMAGE_DIR_CENTER,"Center"
MSI_DAMAGE_DIR_RIGHT,"Left"
MSI_DAMAGE_DIR_DEFAULT,"Default"
MSI_MACRO_CHECK_REMOVE_RUNNING,"This target is already being tracked."
MSI_MACRO_CHECK_REMOVE_SUCCESS,"Start tracking the target."
MSI_MACRO_CHECK_REMOVE_NOT_EXISTS,"There is no target which can be tracked."
MSI_MACRO_CHECK_REMOVE_OFF_SUCCESS,"End tracking the target."
MSI_MACRO_CHECK_REMOVE_TIMESUP,"The time has expired and the tracking ends."
MSI_MACRO_CHECK_REMOVE_INVALID_AID,"Target not found..."
MSI_NEWSEIGEMODE_SKILL,"^0054FF[Ability Correction] % d.%d %%^000000"
MSI_DYNAMICNPC_CREATE_RESULT_FAIL_MAXCOUNT,"You can no longer call NPCs."
MSI_MACRO_DETECTOR_NOTICE4,"In case of %d errors, it is permanently blocked according to the operation policy."
MSI_FAIL_CALLHOMUN_OVER_100LEVEL,"It cannot be summoned with your current job. You need to change to a higher job first."
MSI_FAIL_STRIPSHADOW_TO_MADO_NOTICE,"Strip skills are not available for Madogear characters."
MSI_MACRO_REPORTER_SELECT_MODE_MAP,"Map"
MSI_MACRO_REPORTER_SELECT_MODE_QUIZ,"Quiz"
MSI_MACRO_REPORTER_TOOLTIP_MAP,"In the text range below, type the map to which you want to send checkers to."
MSI_MACRO_REPORTER_TOOLTIP_QUIZ,"In the text range below, enter the quiz to be displayed on the checkers."
MSI_MACRO_REPORTER_UNKNWON_MAP,"The map file name is incorrect."
MSI_MACRO_REPORTER_WRONG_NUMBER,"The number combination is incorrect."
MSI_MACRO_REPORTER_TOOLTIP_MAP_QUIZ_INPUT,"Please type and press enter to save."
